/testImages5/IMG/center_2017_06_10_20_13_29_582.jpg,/testImages5/IMG/left_2017_06_10_20_13_29_582.jpg,/testImages5/IMG/right_2017_06_10_20_13_29_582.jpg,0,0,0,7.79492E-05
/testImages5/IMG/center_2017_06_10_20_13_29_799.jpg,/testImages5/IMG/left_2017_06_10_20_13_29_799.jpg,/testImages5/IMG/right_2017_06_10_20_13_29_799.jpg,0,0,0,7.820088E-05
/testImages5/IMG/center_2017_06_10_20_13_29_909.jpg,/testImages5/IMG/left_2017_06_10_20_13_29_909.jpg,/testImages5/IMG/right_2017_06_10_20_13_29_909.jpg,0,0,0,0.000078262
/testImages5/IMG/center_2017_06_10_20_13_30_021.jpg,/testImages5/IMG/left_2017_06_10_20_13_30_021.jpg,/testImages5/IMG/right_2017_06_10_20_13_30_021.jpg,0,0,0,8.049492E-05
/testImages5/IMG/center_2017_06_10_20_13_30_156.jpg,/testImages5/IMG/left_2017_06_10_20_13_30_156.jpg,/testImages5/IMG/right_2017_06_10_20_13_30_156.jpg,0,0.3947489,0,0.5660781
/testImages5/IMG/center_2017_06_10_20_13_30_269.jpg,/testImages5/IMG/left_2017_06_10_20_13_30_269.jpg,/testImages5/IMG/right_2017_06_10_20_13_30_269.jpg,0,0.7421129,0,1.563449
/testImages5/IMG/center_2017_06_10_20_13_30_469.jpg,/testImages5/IMG/left_2017_06_10_20_13_30_469.jpg,/testImages5/IMG/right_2017_06_10_20_13_30_469.jpg,0,1,0,3.871422
/testImages5/IMG/center_2017_06_10_20_13_30_674.jpg,/testImages5/IMG/left_2017_06_10_20_13_30_674.jpg,/testImages5/IMG/right_2017_06_10_20_13_30_674.jpg,0,1,0,6.194852
/testImages5/IMG/center_2017_06_10_20_13_30_785.jpg,/testImages5/IMG/left_2017_06_10_20_13_30_785.jpg,/testImages5/IMG/right_2017_06_10_20_13_30_785.jpg,-0.3350973,1,0,7.516035
/testImages5/IMG/center_2017_06_10_20_13_30_896.jpg,/testImages5/IMG/left_2017_06_10_20_13_30_896.jpg,/testImages5/IMG/right_2017_06_10_20_13_30_896.jpg,-0.0001952648,1,0,8.630633
/testImages5/IMG/center_2017_06_10_20_13_31_006.jpg,/testImages5/IMG/left_2017_06_10_20_13_31_006.jpg,/testImages5/IMG/right_2017_06_10_20_13_31_006.jpg,0,1,0,9.973692
/testImages5/IMG/center_2017_06_10_20_13_31_115.jpg,/testImages5/IMG/left_2017_06_10_20_13_31_115.jpg,/testImages5/IMG/right_2017_06_10_20_13_31_115.jpg,0,0.6717548,0,10.71393
/testImages5/IMG/center_2017_06_10_20_13_31_224.jpg,/testImages5/IMG/left_2017_06_10_20_13_31_224.jpg,/testImages5/IMG/right_2017_06_10_20_13_31_224.jpg,0,0.3448272,0,11.11363
/testImages5/IMG/center_2017_06_10_20_13_31_333.jpg,/testImages5/IMG/left_2017_06_10_20_13_31_333.jpg,/testImages5/IMG/right_2017_06_10_20_13_31_333.jpg,0,0.01732588,0,11.05191
/testImages5/IMG/center_2017_06_10_20_13_31_440.jpg,/testImages5/IMG/left_2017_06_10_20_13_31_440.jpg,/testImages5/IMG/right_2017_06_10_20_13_31_440.jpg,0,0,0,10.92052
/testImages5/IMG/center_2017_06_10_20_13_31_549.jpg,/testImages5/IMG/left_2017_06_10_20_13_31_549.jpg,/testImages5/IMG/right_2017_06_10_20_13_31_549.jpg,-0.3265979,0,0,10.74146
